source_id,target_id,rel_type,timestamp,amount
P100,P026,TRANSFERRED_TO,2026-08-11T06:17:17.586413,5475
P043,P093,TRANSFERRED_TO,2026-08-22T05:17:17.586413,11910
P067,P017,TRANSFERRED_TO,2026-08-02T13:17:17.586413,2511
P010,P105,TRANSFERRED_TO,2026-08-21T14:17:17.586413,11400
P033,P100,TRANSFERRED_TO,2026-08-19T07:17:17.586413,9098
P109,P050,TRANSFERRED_TO,2026-08-07T19:17:17.586413,7612
P050,P078,TRANSFERRED_TO,2026-08-09T01:17:17.586413,1535
P006,P067,TRANSFERRED_TO,2026-08-18T18:17:17.586413,12063
P089,P049,TRANSFERRED_TO,2026-08-27T04:17:17.586413,17824
P006,P059,TRANSFERRED_TO,2026-08-10T08:17:17.586413,19105
P046,P036,TRANSFERRED_TO,2026-08-05T21:17:17.586413,8237
P105,P044,TRANSFERRED_TO,2026-08-19T17:17:17.586413,3878
P093,P086,TRANSFERRED_TO,2026-08-05T09:17:17.586413,18952
P055,P041,TRANSFERRED_TO,2026-08-23T14:17:17.586413,22109
P040,P093,TRANSFERRED_TO,2026-08-13T02:17:17.586413,11528
P065,P093,TRANSFERRED_TO,2026-08-02T05:17:17.586413,8067
P051,P017,TRANSFERRED_TO,2026-08-25T21:17:17.586413,14468
P043,P083,TRANSFERRED_TO,2026-08-23T03:17:17.586413,19540
P065,P070,TRANSFERRED_TO,2026-08-02T15:17:17.586413,2079
P097,P091,TRANSFERRED_TO,2026-08-10T19:17:17.586413,13161
P022,P082,TRANSFERRED_TO,2026-08-16T02:17:17.586413,23361
P009,P087,TRANSFERRED_TO,2026-08-18T02:17:17.586413,10012
P065,P023,TRANSFERRED_TO,2026-08-23T14:17:17.586413,7059
P084,P054,TRANSFERRED_TO,2026-08-14T04:17:17.586413,13664
P071,P048,TRANSFERRED_TO,2026-08-07T01:17:17.586413,8058
P067,P045,TRANSFERRED_TO,2026-08-19T11:17:17.586413,7374
P065,P023,TRANSFERRED_TO,2026-08-16T05:17:17.586413,1069
P038,P068,TRANSFERRED_TO,2026-08-23T20:17:17.586413,23163
P096,P074,TRANSFERRED_TO,2026-08-28T15:17:17.586413,5092
P006,P021,TRANSFERRED_TO,2026-08-16T12:17:17.586413,12390
P067,P004,TRANSFERRED_TO,2026-08-14T14:17:17.586413,20098
P085,P054,TRANSFERRED_TO,2026-08-06T03:17:17.586413,23578
P056,P109,TRANSFERRED_TO,2026-08-17T18:17:17.586413,22156
P047,P070,TRANSFERRED_TO,2026-08-15T12:17:17.586413,16654
P031,P010,TRANSFERRED_TO,2026-08-16T17:17:17.586413,4803
P045,P089,TRANSFERRED_TO,2026-08-28T05:17:17.586413,14447
P021,P027,TRANSFERRED_TO,2026-08-03T12:17:17.586413,13551
P109,P005,TRANSFERRED_TO,2026-08-02T21:17:17.586413,22600
P005,P002,TRANSFERRED_TO,2026-08-26T12:17:17.586413,7412
P099,P023,TRANSFERRED_TO,2026-08-04T03:17:17.586413,8203
P109,P034,TRANSFERRED_TO,2026-08-16T08:17:17.586413,18468
P079,P008,TRANSFERRED_TO,2026-08-10T10:17:17.586413,20477
P057,P036,TRANSFERRED_TO,2026-08-03T00:17:17.586413,12856
P061,P005,TRANSFERRED_TO,2026-08-16T15:17:17.586413,4221
P052,P061,TRANSFERRED_TO,2026-08-08T14:17:17.586413,16489
P023,P053,TRANSFERRED_TO,2026-08-26T08:17:17.586413,15005
P106,P064,TRANSFERRED_TO,2026-08-21T17:17:17.586413,5773
P105,P020,TRANSFERRED_TO,2026-08-14T20:17:17.586413,24026
P028,P059,TRANSFERRED_TO,2026-08-04T09:17:17.586413,20812
P029,P105,TRANSFERRED_TO,2026-08-05T14:17:17.586413,16163
P012,P091,TRANSFERRED_TO,2026-08-15T11:17:17.586413,23649
P051,P014,TRANSFERRED_TO,2026-08-17T16:17:17.586413,7921
P037,P036,TRANSFERRED_TO,2026-08-08T18:17:17.586413,13827
P008,P024,TRANSFERRED_TO,2026-08-14T22:17:17.586413,2040
P099,P066,TRANSFERRED_TO,2026-08-16T10:17:17.586413,7347
P030,P080,TRANSFERRED_TO,2026-08-15T06:17:17.586413,11293
P107,P025,TRANSFERRED_TO,2026-08-23T13:17:17.586413,7562
P105,P003,TRANSFERRED_TO,2026-08-09T09:17:17.586413,2522
P106,P066,TRANSFERRED_TO,2026-08-14T00:17:17.586413,2832
P030,P063,TRANSFERRED_TO,2026-08-05T20:17:17.586413,22087
P011,P046,TRANSFERRED_TO,2026-08-25T01:17:17.586413,13351
P045,P042,TRANSFERRED_TO,2026-08-12T09:17:17.586413,7756
P032,P057,TRANSFERRED_TO,2026-08-21T10:17:17.586413,21122
P003,LOC026,VISITED,2026-08-24T08:17:17.586413,0
P029,LOC006,VISITED,2026-08-08T22:17:17.586413,0
P088,LOC002,VISITED,2026-08-21T02:17:17.586413,0
P008,LOC012,VISITED,2026-08-13T23:17:17.586413,0
P064,LOC013,VISITED,2026-08-18T06:17:17.586413,0
P090,LOC024,VISITED,2026-08-27T02:17:17.586413,0
P063,LOC033,VISITED,2026-08-12T05:17:17.586413,0
P027,LOC004,VISITED,2026-08-13T05:17:17.586413,0
P003,LOC037,VISITED,2026-08-26T01:17:17.586413,0
P093,LOC028,VISITED,2026-08-02T21:17:17.586413,0
P104,LOC028,VISITED,2026-08-20T06:17:17.586413,0
P032,LOC002,VISITED,2026-08-18T07:17:17.586413,0
P002,LOC023,VISITED,2026-08-05T07:17:17.586413,0
P015,LOC003,VISITED,2026-08-04T20:17:17.586413,0
P104,LOC019,VISITED,2026-08-28T20:17:17.586413,0
P009,LOC010,VISITED,2026-08-04T23:17:17.586413,0
P047,LOC014,VISITED,2026-08-24T00:17:17.586413,0
P014,LOC039,VISITED,2026-08-15T01:17:17.586413,0
P073,LOC024,VISITED,2026-08-10T21:17:17.586413,0
P007,LOC035,VISITED,2026-08-10T23:17:17.586413,0
P018,LOC023,VISITED,2026-08-20T21:17:17.586413,0
P061,LOC029,VISITED,2026-08-12T07:17:17.586413,0
P079,LOC004,VISITED,2026-08-23T07:17:17.586413,0
P066,LOC021,VISITED,2026-08-20T03:17:17.586413,0
P008,LOC009,VISITED,2026-08-05T21:17:17.586413,0
P039,LOC011,VISITED,2026-08-24T01:17:17.586413,0
P060,LOC013,VISITED,2026-08-26T05:17:17.586413,0
P058,LOC008,VISITED,2026-08-02T23:17:17.586413,0
P052,LOC024,VISITED,2026-08-05T01:17:17.586413,0
P085,LOC020,VISITED,2026-08-12T20:17:17.586413,0
P100,LOC022,VISITED,2026-08-06T03:17:17.586413,0
P103,LOC008,VISITED,2026-08-03T05:17:17.586413,0
P074,LOC005,VISITED,2026-08-03T01:17:17.586413,0
P072,LOC030,VISITED,2026-08-08T06:17:17.586413,0
P095,LOC029,VISITED,2026-08-17T22:17:17.586413,0
P004,LOC028,VISITED,2026-08-21T05:17:17.586413,0
P074,LOC032,VISITED,2026-08-22T22:17:17.586413,0
P018,LOC029,VISITED,2026-08-28T19:17:17.586413,0
P028,LOC038,VISITED,2026-08-18T04:17:17.586413,0
P024,LOC008,VISITED,2026-08-18T20:17:17.586413,0
P085,LOC002,VISITED,2026-08-12T22:17:17.586413,0
P096,LOC032,VISITED,2026-08-02T00:17:17.586413,0
P099,LOC018,VISITED,2026-08-19T08:17:17.586413,0
P041,LOC017,VISITED,2026-08-24T04:17:17.586413,0
P088,LOC001,VISITED,2026-08-24T01:17:17.586413,0
P103,LOC014,VISITED,2026-08-27T20:17:17.586413,0
P087,LOC014,VISITED,2026-08-06T20:17:17.586413,0
P002,LOC001,VISITED,2026-08-24T02:17:17.586413,0
P068,LOC014,VISITED,2026-08-26T19:17:17.586413,0
P031,LOC013,VISITED,2026-08-13T22:17:17.586413,0
P007,LOC023,VISITED,2026-08-26T07:17:17.586413,0
P074,LOC028,VISITED,2026-08-03T23:17:17.586413,0
P092,LOC033,VISITED,2026-08-27T02:17:17.586413,0
P059,LOC034,VISITED,2026-08-23T19:17:17.586413,0
P037,LOC024,VISITED,2026-08-03T05:17:17.586413,0
P004,LOC022,VISITED,2026-08-09T01:17:17.586413,0
P072,LOC030,VISITED,2026-08-29T04:17:17.586413,0
P027,LOC008,VISITED,2026-08-07T00:17:17.586413,0
P101,LOC018,VISITED,2026-08-28T02:17:17.586413,0
P047,LOC003,VISITED,2026-08-29T06:17:17.586413,0
P047,LOC039,VISITED,2026-08-03T05:17:17.586413,0
P010,LOC025,VISITED,2026-08-14T19:17:17.586413,0
P044,LOC002,VISITED,2026-08-20T08:17:17.586413,0
P033,LOC006,VISITED,2026-08-14T01:17:17.586413,0
P034,LOC027,VISITED,2026-08-23T06:17:17.586413,0
P072,LOC003,VISITED,2026-08-12T22:17:17.586413,0
P023,LOC005,VISITED,2026-08-22T03:17:17.586413,0
P028,LOC036,VISITED,2026-08-07T21:17:17.586413,0
P024,LOC001,VISITED,2026-08-14T02:17:17.586413,0
P100,LOC029,VISITED,2026-08-12T01:17:17.586413,0
P037,LOC005,VISITED,2026-08-08T06:17:17.586413,0
P022,LOC002,VISITED,2026-08-11T19:17:17.586413,0
P052,LOC001,VISITED,2026-08-03T20:17:17.586413,0
P092,LOC005,VISITED,2026-08-04T21:17:17.586413,0
P064,LOC022,VISITED,2026-08-09T07:17:17.586413,0
P097,LOC017,VISITED,2026-08-25T04:17:17.586413,0
P087,LOC008,VISITED,2026-08-10T20:17:17.586413,0
P052,LOC023,VISITED,2026-08-19T05:17:17.586413,0
P044,LOC003,VISITED,2026-08-03T04:17:17.586413,0
P021,LOC029,VISITED,2026-08-18T02:17:17.586413,0
P027,LOC023,VISITED,2026-08-26T22:17:17.586413,0
P012,LOC032,VISITED,2026-08-07T22:17:17.586413,0
P023,LOC010,VISITED,2026-08-14T03:17:17.586413,0
P083,LOC036,VISITED,2026-08-26T23:17:17.586413,0
P099,LOC038,VISITED,2026-08-10T03:17:17.586413,0
P017,LOC002,VISITED,2026-08-20T07:17:17.586413,0
P036,LOC039,VISITED,2026-08-22T23:17:17.586413,0
P007,LOC025,VISITED,2026-08-28T06:17:17.586413,0
P100,LOC039,VISITED,2026-08-02T04:17:17.586413,0
P013,LOC010,VISITED,2026-08-07T21:17:17.586413,0
P030,LOC032,VISITED,2026-08-18T23:17:17.586413,0
P065,LOC012,VISITED,2026-08-25T07:17:17.586413,0
P083,LOC027,VISITED,2026-08-08T22:17:17.586413,0
P006,LOC037,VISITED,2026-08-09T01:17:17.586413,0
P021,LOC034,VISITED,2026-08-24T22:17:17.586413,0
P073,LOC010,VISITED,2026-08-02T23:17:17.586413,0
P037,LOC035,VISITED,2026-08-26T03:17:17.586413,0
P048,LOC006,VISITED,2026-08-08T21:17:17.586413,0
P011,LOC018,VISITED,2026-08-29T03:17:17.586413,0
P090,LOC032,VISITED,2026-08-09T01:17:17.586413,0
P015,LOC004,VISITED,2026-08-28T02:17:17.586413,0
P035,LOC031,VISITED,2026-08-02T22:17:17.586413,0
P080,LOC033,VISITED,2026-08-12T01:17:17.586413,0
P074,LOC003,VISITED,2026-08-21T23:17:17.586413,0
P092,LOC040,VISITED,2026-08-15T19:17:17.586413,0
P023,LOC003,VISITED,2026-08-10T03:17:17.586413,0
P036,LOC019,VISITED,2026-08-03T00:17:17.586413,0
P022,LOC032,VISITED,2026-08-15T04:17:17.586413,0
P083,LOC040,VISITED,2026-08-14T19:17:17.586413,0
P069,LOC035,VISITED,2026-08-06T23:17:17.586413,0
P066,V003,OWNS,2026-08-07T11:17:17.586413,0
P055,V004,OWNS,2026-08-08T11:17:17.586413,0
P045,V005,OWNS,2026-08-06T11:17:17.586413,0
P005,V006,OWNS,2026-08-02T11:17:17.586413,0
P011,V007,OWNS,2026-08-01T11:17:17.586413,0
P091,V008,OWNS,2026-08-03T11:17:17.586413,0
P106,V009,OWNS,2026-08-07T11:17:17.586413,0
P040,V010,OWNS,2026-08-02T11:17:17.586413,0
P037,V011,OWNS,2026-08-10T11:17:17.586413,0
P091,V012,OWNS,2026-08-02T11:17:17.586413,0
P071,V013,OWNS,2026-08-02T11:17:17.586413,0
P030,V014,OWNS,2026-08-02T11:17:17.586413,0
P045,V015,OWNS,2026-08-04T11:17:17.586413,0
P002,V016,OWNS,2026-08-03T11:17:17.586413,0
P012,V017,OWNS,2026-08-03T11:17:17.586413,0
P013,V018,OWNS,2026-08-01T11:17:17.586413,0
P058,V019,OWNS,2026-08-06T11:17:17.586413,0
P096,V020,OWNS,2026-08-03T11:17:17.586413,0
P006,V021,OWNS,2026-08-04T11:17:17.586413,0
P049,V022,OWNS,2026-08-03T11:17:17.586413,0
P065,V023,OWNS,2026-08-08T11:17:17.586413,0
P089,V024,OWNS,2026-08-01T11:17:17.586413,0
P002,V025,OWNS,2026-08-04T11:17:17.586413,0
P025,V026,OWNS,2026-08-09T11:17:17.586413,0
P008,V027,OWNS,2026-08-05T11:17:17.586413,0
P004,V028,OWNS,2026-08-01T11:17:17.586413,0
P045,V029,OWNS,2026-08-08T11:17:17.586413,0
P039,V030,OWNS,2026-08-04T11:17:17.586413,0
P078,V031,OWNS,2026-08-04T11:17:17.586413,0
P067,V032,OWNS,2026-08-02T11:17:17.586413,0
P009,V033,OWNS,2026-08-10T11:17:17.586413,0
P045,V034,OWNS,2026-08-06T11:17:17.586413,0
P027,V035,OWNS,2026-08-05T11:17:17.586413,0
P092,V036,OWNS,2026-08-07T11:17:17.586413,0
P073,V037,OWNS,2026-08-01T11:17:17.586413,0
P096,V038,OWNS,2026-08-01T11:17:17.586413,0
P006,V039,OWNS,2026-08-07T11:17:17.586413,0
P059,V040,OWNS,2026-08-04T11:17:17.586413,0
P049,ORG003,ASSOCIATED_WITH,2026-08-04T11:17:17.586413,0
P109,ORG004,WORKS_FOR,2026-08-01T11:17:17.586413,0
P003,ORG005,WORKS_FOR,2026-08-01T11:17:17.586413,0
P075,ORG006,WORKS_FOR,2026-08-01T11:17:17.586413,0
P084,ORG007,ASSOCIATED_WITH,2026-08-02T11:17:17.586413,0
P010,ORG008,ASSOCIATED_WITH,2026-08-01T11:17:17.586413,0
P013,ORG009,ASSOCIATED_WITH,2026-08-04T11:17:17.586413,0
P079,ORG010,WORKS_FOR,2026-08-05T11:17:17.586413,0
P094,ORG011,WORKS_FOR,2026-08-03T11:17:17.586413,0
P033,ORG012,ASSOCIATED_WITH,2026-08-01T11:17:17.586413,0
P026,ORG013,ASSOCIATED_WITH,2026-08-05T11:17:17.586413,0
P048,ORG014,WORKS_FOR,2026-08-02T11:17:17.586413,0
P066,ORG015,ASSOCIATED_WITH,2026-08-04T11:17:17.586413,0
P039,ORG016,WORKS_FOR,2026-08-03T11:17:17.586413,0
P091,ORG017,ASSOCIATED_WITH,2026-08-03T11:17:17.586413,0
P107,ORG018,ASSOCIATED_WITH,2026-08-03T11:17:17.586413,0
P003,P002,TRANSFERRED_TO,2026-08-15T21:17:17.586413,1500000
P005,P006,TRANSFERRED_TO,2026-08-16T11:17:17.586413,80000
P006,P007,TRANSFERRED_TO,2026-08-17T11:17:17.586413,80000
P007,P005,TRANSFERRED_TO,2026-08-18T11:17:17.586413,80000
P004,P010,CALLED,2026-08-21T05:17:17.586413,0
P004,P011,CALLED,2026-08-21T04:17:17.586413,0
P004,P012,CALLED,2026-08-20T22:17:17.586413,0
P004,P013,CALLED,2026-08-21T02:17:17.586413,0
P004,P014,CALLED,2026-08-20T20:17:17.586413,0
P004,P015,CALLED,2026-08-21T00:17:17.586413,0
P004,P016,CALLED,2026-08-21T05:17:17.586413,0
P004,P017,CALLED,2026-08-21T05:17:17.586413,0
P004,P018,CALLED,2026-08-21T05:17:17.586413,0
P004,P019,CALLED,2026-08-20T22:17:17.586413,0
P002,LOC001,VISITED,2026-08-13T01:27:17.586413,0
P003,LOC001,VISITED,2026-08-13T02:02:17.586413,0
P020,P050,CALLED,2026-08-22T21:17:17.586413,0
P020,P051,CALLED,2026-08-23T00:17:17.586413,0
P020,P052,CALLED,2026-08-22T12:17:17.586413,0
P020,P053,CALLED,2026-08-22T16:17:17.586413,0
P020,P054,CALLED,2026-08-22T12:17:17.586413,0
P020,P055,CALLED,2026-08-23T03:17:17.586413,0
P020,P056,CALLED,2026-08-23T07:17:17.586413,0
P020,P057,CALLED,2026-08-22T14:17:17.586413,0
P030,P035,TRANSFERRED_TO,2026-08-23T13:51:17.586413,125000
